,name,location,open_times,amenities,phone,website,rating,url
0,The Burgundy By Chef Stone,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=990 Nal Boulevard Behind Fraser Suite, Central Area, Abuja 900103 Nigeria@9.055409,7.475511",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d24116811-Reviews-The_Burgundy_By_Chef_Stone-Abuja_Federal_Capital_Territory.html
1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d20028898-Reviews-Last_Gate_Restaurant_and_Bush_Bar-Abuja_Federal_Capital_Territory.html
2,LiquidHub Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 989 Olusegun Obasanjo Way Cbd Along Nnpc Gas Station Close To Fraiser Suite Near Eterna Filling Station, Abuja Nigeria@9.054732,7.473926",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d24169929-Reviews-LiquidHub_Abuja-Abuja_Federal_Capital_Territory.html
3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d8522965-Reviews-Boat_House-Abuja_Federal_Capital_Territory.html
4,High Street Cafe Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=After Paygreens, Adetokunbo Ademola Crescent, Wuse, Abuja 900288 Nigeria@9.070888,7.482254",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23735161-Reviews-High_Street_Cafe_Abuja-Abuja_Federal_Capital_Territory.html
5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d28150089-Reviews-Papillon_Restaurant_Abuja-Abuja_Federal_Capital_Territory.html
6,The Ivy League,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=69 Adetokunbo Ademola Crescent, Abuja 900288 Nigeria@9.070366,7.482558",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d23721183-Reviews-The_Ivy_League-Abuja_Federal_Capital_Territory.html
7,Hugoz Shawarma Spot,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=House 8, Zone D, Apo Resettlement Opposite Awesome Plaza, In Front Of Bamak Pharmacy, Abuja 900104 Nigeria@9.076013,7.398473",5.05 of 5 bubbles(3 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23431948-Reviews-Hugoz_Shawarma_Spot-Abuja_Federal_Capital_Territory.html
8,Gigantiz,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=48 Adetokunbo Ademola Cr., Abuja 900288 Nigeria@9.071825,7.483992",1.01 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d20120077-Reviews-Gigantiz-Abuja_Federal_Capital_Territory.html
9,Speakeasy,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=10 Kolda Link St Wuse, Abuja 900001 Nigeria@9.069245,7.488664",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20834722-Reviews-Speakeasy-Abuja_Federal_Capital_Territory.html
10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d12140154-Reviews-Beer_Barn-Abuja_Federal_Capital_Territory.html
11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d14139876-Reviews-The_Jerk_Shack-Abuja_Federal_Capital_Territory.html
12,Nile Bakery,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Barla St Plot 681, Cadastral Zone C-OO, Research & Institution Area, Nile University of Nigeria, Abuja 900108 Nigeria@9.01387,7.396472",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23140466-Reviews-Nile_Bakery-Abuja_Federal_Capital_Territory.html
13,Cold Stone,Abuja Photos,N/A,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=1st Avenue Gwarimpa, Abuja Nigeria@8.804441,7.198126",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23159698-Reviews-Cold_Stone-Abuja_Federal_Capital_Territory.html
14,Chez Victor,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Maitama Ave., Abuja 900221 Nigeria@9.10231,7.48667",4.24.2 of 5 bubbles(46 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d6033867-Reviews-Chez_Victor-Abuja_Federal_Capital_Territory.html
15,Downtown Take Away,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=38 Gana Street, Abuja 900271 Nigeria@9.08121,7.50041",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d14153074-Reviews-Downtown_Take_Away-Abuja_Federal_Capital_Territory.html
16,New Yorker Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 2787 Shehu Shagari Way, Opposite Imani Estate, Maitama Abuja., Abuja 900271 Nigeria@9.084953,7.489542",4.24.2 of 5 bubbles(6 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d17621770-Reviews-New_Yorker_Restaurant-Abuja_Federal_Capital_Territory.html
17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d25397397-Reviews-Hotspot_Restaurant_Lounge-Abuja_Federal_Capital_Territory.html
18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d21505198-Reviews-Lagos_Bistro-Abuja_Federal_Capital_Territory.html
19,Wellness Spot Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Numberger Platz, Adetokumbo Ademola Crescent Beside Visa Phone, Wuse 2,, Abuja 900001 Nigeria@9.07754,7.47888",4.54.5 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d12623125-Reviews-Wellness_Spot_Restaurant-Abuja_Federal_Capital_Territory.html
20,Nuit De Paris,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=NO 10 Fandriana Close Wuse 2, Abuja 100001 Nigeria@9.076646,7.471515",4.04 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d19810638-Reviews-Nuit_De_Paris-Abuja_Federal_Capital_Territory.html
21,Blue Flame Lounge & Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=53b Euphrates Crescent, Abuja 900271 Nigeria@9.088329,7.474192",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23626908-Reviews-Blue_Flame_Lounge_Restaurant-Abuja_Federal_Capital_Territory.html
22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d18929993-Reviews-The_Grill_King_Restaurant_and_Coffee_Bar-Abuja_Federal_Capital_Territory.html
23,Johnny Rockets,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Bala Sokoto Way Jabi Lake Mall, Abuja 900241 Nigeria@9.07938,7.42841",5.05 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d19690991-Reviews-Johnny_Rockets-Abuja_Federal_Capital_Territory.html
24,4GUYS Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=913 Adetokunbo Ademola Cr. Wuse, Abuja 900288 Nigeria@9.079604,7.481013",4.04 of 5 bubbles(16 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20160385-Reviews-4GUYS_Restaurant-Abuja_Federal_Capital_Territory.html
25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d12569730-Reviews-Skillets_N_Mugs-Abuja_Federal_Capital_Territory.html
26,Bills Restaurant And Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=63 Adetokunbo Ademola Crescent Wuse 2, Abuja 900288 Nigeria@9.05785,7.49508",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d32877829-Reviews-Bills_Restaurant_And_Lounge-Abuja_Federal_Capital_Territory.html
27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d20809305-Reviews-The_Corner_Cafe-Abuja_Federal_Capital_Territory.html
28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d24131917-Reviews-Dodo_Pizza_Lugbe-Abuja_Federal_Capital_Territory.html
29,Tagine Cuisine,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Tagine Cuisine Restaurant No 4 Osun Cres, Maitama,, Abuja 904101 Nigeria@9.101579,7.493499",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d28983493-Reviews-Tagine_Cuisine-Abuja_Federal_Capital_Territory.html
30,Sisi Bole,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Wuse II, Abuja 70 Aminu Kano Cres. Kryxtal Lounge, Abuja 900281 Nigeria@9.076315,7.462641",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d13956689-Reviews-Sisi_Bole-Abuja_Federal_Capital_Territory.html
31,King's Court Restaurant,Abuja Photos,N/A,N/A,+234 912 263 7783,"https://maps.google.com/maps?saddr=&daddr=Edad Plaza, 1st Avenue, Abuja, Nigeria, Abuja Nigeria@9.094159,7.415212",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25407298-Reviews-King_s_Court_Restaurant-Abuja_Federal_Capital_Territory.html
32,Barkono Grill,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=1056 Abdul One Mohammad Close, Abuja 905102 Nigeria@9.006649,7.472887",3.93.9 of 5 bubbles(14 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d7098808-Reviews-Barkono_Grill-Abuja_Federal_Capital_Territory.html
33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d32626860-Reviews-Burger_King_Nigeria_Gateway_Mall-Abuja_Federal_Capital_Territory.html
34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d25295989-Reviews-Ocean_Basket_Abuja_Jabi_Lake_Mall-Abuja_Federal_Capital_Territory.html
35,Pizza Hut Jabi Lakemall,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Jabi Lake Mall, Abuja 900108, Abuja Nigeria@9.05785,7.49508",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d28055927-Reviews-Pizza_Hut_Jabi_Lakemall-Abuja_Federal_Capital_Territory.html
36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d21008551-Reviews-Crush_Cafe_Gwarimpa-Abuja_Federal_Capital_Territory.html
37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d17520958-Reviews-Mammy_Market_Fish_BBQ-Abuja_Federal_Capital_Territory.html
38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d10525914-Reviews-HYDE_Restaurant_Lounge-Abuja_Federal_Capital_Territory.html
39,Blend Baby,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=N°7 Lingu Crescent, Opposite Chicken Capitol, Wuse 2 Abuja, Abuja Nigeria@9.072153,7.466818",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d27955646-Reviews-Blend_Baby-Abuja_Federal_Capital_Territory.html
40,BILLS RESTAURANT,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=63 Adetokunbo Ademola Cres Wuse 2, Abuja 904101 Nigeria",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d28391298-Reviews-BILLS_RESTAURANT-Abuja_Federal_Capital_Territory.html
41,Sodic Garden,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot No.1177/1911, Kafe District, After Stella Maris School, before Godab Estate, Abuja 900001 Nigeria@9.076479,7.398574",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d15191346-Reviews-Sodic_Garden-Abuja_Federal_Capital_Territory.html
42,De Naija Fries - Akara & Akamu In The City,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=18 Blantyre Street Off Ademola Adetokunbo Crescent, Abuja Nigeria@9.07295,7.4834",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d19460855-Reviews-De_Naija_Fries_Akara_Akamu_In_The_City-Abuja_Federal_Capital_Territory.html
43,Soup Embassy,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=No 55 vision court estate apo Abuja, Abuja Nigeria@9.075488,7.46391",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d19421342-Reviews-Soup_Embassy-Abuja_Federal_Capital_Territory.html
44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d7676051-Reviews-Stamford_Hotels-Abuja_Federal_Capital_Territory.html
45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d13814268-Reviews-Eetsumore-Abuja_Federal_Capital_Territory.html
46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d11950116-Reviews-Naira_restaurant-Abuja_Federal_Capital_Territory.html
47,Checkpoint Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=2 Sakono Street Wuse 2, Abuja 900288 Nigeria@9.072439,7.475618",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d32785333-Reviews-Checkpoint_Restaurant-Abuja_Federal_Capital_Territory.html
48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d9993977-Reviews-Faies_Pastries-Abuja_Federal_Capital_Territory.html
49,Puro,Abuja Photos,N/A,N/A,N/A,"https://maps.google.com/maps?saddr=&daddr=33 Gana Street, Abuja 900271 Nigeria@9.079017,7.50048",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d26614272-Reviews-Puro-Abuja_Federal_Capital_Territory.html
50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d24985798-Reviews-Amala_Experience-Abuja_Federal_Capital_Territory.html
51,DownTown TakeAway,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=38 Gana St., Abuja 900271 Nigeria@9.07854,7.500161",4.04 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d14151407-Reviews-DownTown_TakeAway-Abuja_Federal_Capital_Territory.html
52,Irie Resto Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Bala Sokoto Street Jabi Lake Mall, Abuja 900241 Nigeria@9.076013,7.398473",4.94.9 of 5 bubbles(9 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d24141734-Reviews-Irie_Resto_Lounge-Abuja_Federal_Capital_Territory.html
53,Bamboo Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=6 Salt Lake Off Usuma Street, Abuja 905102 Nigeria@9.07544,7.50019",3.63.6 of 5 bubbles(5 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10277214-Reviews-Bamboo_Lounge-Abuja_Federal_Capital_Territory.html
54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d8760525-Reviews-Eskimo_Lounge_Resturant-Abuja_Federal_Capital_Territory.html
55,Vii Bistro,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=7 Kampala St., Abuja 900288 Nigeria@9.078187,7.480761",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23545959-Reviews-Vii_Bistro-Abuja_Federal_Capital_Territory.html
56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d23850959-Reviews-A_Bar_Called_Paper-Abuja_Federal_Capital_Territory.html
57,Platters and Co Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Novare Central Mall Dalaba Street Wuse Zone 5, Abuja Nigeria@9.076013,7.398473",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27011991-Reviews-Platters_and_Co_Restaurant-Abuja_Federal_Capital_Territory.html
58,"Krispy Kreme, Lugbe, Abuja",Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Musa Yar’Adua expressway, Airport Rd, Abuja 900107 Nigeria@9.033953,7.446011",1.01 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d25079621-Reviews-Krispy_Kreme_Lugbe_Abuja-Abuja_Federal_Capital_Territory.html
59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d25410077-Reviews-Cafe_Dimanche-Abuja_Federal_Capital_Territory.html
60,Ewa Agoyin In Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Blosom Bakery Jahi Mega Platinum Plaza Jahi, Abuja 900001 Nigeria@9.104128,7.444031",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d26639847-Reviews-Ewa_Agoyin_In_Abuja-Abuja_Federal_Capital_Territory.html
61,Tagine Cuisine,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Maitama Mall, 4 Osun Crescent 4 Osun Crescent, Off Ibb Way Abuja, Abuja 900271 Nigeria@9.101678,7.493493",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d28985504-Reviews-Tagine_Cuisine-Abuja_Federal_Capital_Territory.html
62,A Class Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 102 Along Kashim Ibrahim Way Within A-Class Park and Events Center, Abuja Nigeria@9.085245,7.476593",4.64.6 of 5 bubbles(5 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d21267769-Reviews-A_Class_Restaurant-Abuja_Federal_Capital_Territory.html
63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d7351178-Reviews-Emmy_Kitchen_Restaurant_and_Bar-Abuja_Federal_Capital_Territory.html
64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d9467764-Reviews-Apple_Boulevard-Abuja_Federal_Capital_Territory.html
65,Pub69 Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=First Avenue Opp Lg, Abuja Nigeria@9.093838,7.415639",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23759326-Reviews-Pub69_Lounge-Abuja_Federal_Capital_Territory.html
66,Pam & Neka's Boozybreakfast,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=54 Aguiyi Ironsi St Siam Garden, Abuja Nigeria@8.804441,7.198126",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27426506-Reviews-Pam_Neka_s_Boozybreakfast-Abuja_Federal_Capital_Territory.html
67,The Local's Cafe,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Big Ideas Plaza, 6th avenue, Gwarinpa, Abuja, Abuja Nigeria@9.117135,7.382356",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25414532-Reviews-The_Local_s_Cafe-Abuja_Federal_Capital_Territory.html
68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d12555721-Reviews-The_Mexican_Diner-Abuja_Federal_Capital_Territory.html
69,Etis Bistro,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=2 Bria Street, Abuja Nigeria@8.804441,7.198126",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d21505747-Reviews-Etis_Bistro-Abuja_Federal_Capital_Territory.html
70,Wazobia Treats,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Plot 225 Ebitu Ukiwe Crescent Between Zenith bank and GTbank, Abuja Nigeria",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d21314569-Reviews-Wazobia_Treats-Abuja_Federal_Capital_Territory.html
71,Ivory Room,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 42 Birao Street Off Yalinga Street Off Ademola Adetokunbo Wuse 2, Abuja 905102 Nigeria@9.07454,7.47735",3.93.9 of 5 bubbles(19 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d8626487-Reviews-Ivory_Room-Abuja_Federal_Capital_Territory.html
72,Le Petit Square,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 270 Muhammadu Buhari Way Grand Square Abuja, Abuja Nigeria@9.053715,7.478754",4.14.1 of 5 bubbles(7 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d12452366-Reviews-Le_Petit_Square-Abuja_Federal_Capital_Territory.html
73,Bulgaria Milk and Flesh,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=8b, Dar Es Salaam Street Off Aminu Kano Crescent, Abuja 900282 Nigeria@9.074769,7.469052",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23391961-Reviews-Bulgaria_Milk_and_Flesh-Abuja_Federal_Capital_Territory.html
74,Spice Queen,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Dalaba Street, Abuja 905102 Nigeria@9.06418,7.45645",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d12350341-Reviews-Spice_Queen-Abuja_Federal_Capital_Territory.html
75,Tutti Fruitti,Abuja Photos,N/A,N/A,N/A,"https://maps.google.com/maps?saddr=&daddr=1247 Aminu Kano Cr. Wuse, Abuja 900288 Nigeria@9.0734,7.471201",4.04 of 5 bubbles(6 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d12664033-Reviews-Tutti_Fruitti-Abuja_Federal_Capital_Territory.html
76,Moda Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=20A Blantyre Cres Wuse 2, Abuja 900288 Nigeria@9.076013,7.398473",5.05 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d26640123-Reviews-Moda_Abuja-Abuja_Federal_Capital_Territory.html
77,Salamander Cafe,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=15b Parakou street Off Aminu Kano Crescent, Wuse 2, Abuja 905102 Nigeria@9.079257,7.468377",3.53.5 of 5 bubbles(79 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d5267734-Reviews-Salamander_Cafe-Abuja_Federal_Capital_Territory.html
78,Kalakut cafe,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=29 Mambilla street, Aso drive Ventures Park, Abuja 905102 Nigeria@9.07999,7.512558",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d13160237-Reviews-Kalakut_cafe-Abuja_Federal_Capital_Territory.html
79,The Deck At Tutti Futti,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=112 Aminu Kano Cres. Wuse II, Abuja 900281 Nigeria@9.073385,7.470993",4.54.5 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d14761879-Reviews-The_Deck_At_Tutti_Futti-Abuja_Federal_Capital_Territory.html
80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d8749937-Reviews-Kilimanjaro-Abuja_Federal_Capital_Territory.html
81,Ishakool Restaurant & Bar,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=5 Oke-Agbe St, Garki, Abuja 900247 Nigeria@9.0215,7.49585",5.05 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d15626322-Reviews-Ishakool_Restaurant_Bar-Abuja_Federal_Capital_Territory.html
82,mr biggs,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Herbet Marcurly, Abuja 920081 Nigeria@9.06465,7.47955",3.23.2 of 5 bubbles(13 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d8448560-Reviews-Mr_biggs-Abuja_Federal_Capital_Territory.html
83,Treehouse Grills,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=66, Ademola Adetokunbo Crescent Wuse II-Abuja, Abuja Nigeria@9.071564,7.482943",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d26312046-Reviews-Treehouse_Grills-Abuja_Federal_Capital_Territory.html
